level,name,year,tenure,hhlds,value,change_from_prev_data_year
3_towns,Canton,2000,total,total,3516,1677
3_towns,Chaplin,2000,total,total,858,-3218
3_towns,Cheshire,2000,total,total,9349,8439
3_towns,Chester,2000,total,total,1510,-8652
3_towns,Clinton,2000,total,total,5134,3414
3_towns,Colchester,2000,total,total,5225,-235
3_towns,Colebrook,2000,total,total,566,-5407
3_towns,Columbia,2000,total,total,1864,1276
3_towns,Cornwall,2000,total,total,615,-1458
3_towns,Coventry,2000,total,total,4261,3690
3_towns,Cromwell,2000,total,total,5212,438
3_towns,Danbury,2000,total,total,27183,21364
3_towns,Darien,2000,total,total,6592,-23144
3_towns,Deep River,2000,total,total,1824,-5034
3_towns,Derby,2000,total,total,5252,3360
3_towns,Durham,2000,total,total,2277,-2734
3_towns,East Granby,2000,total,total,1848,-817
3_towns,East Haddam,2000,total,total,3174,1049
3_towns,East Hampton,2000,total,total,4126,443
3_towns,East Hartford,2000,total,total,20206,15231
3_towns,East Haven,2000,total,total,11219,-7841
3_towns,East Lyme,2000,total,total,6308,-4805
3_towns,East Windsor,2000,total,total,4078,-3209
3_towns,Eastford,2000,total,total,618,-4184
3_towns,Easton,2000,total,total,2465,1767
3_towns,Ellington,2000,total,total,5195,2390
3_towns,Enfield,2000,total,total,16418,9277
3_towns,Essex,2000,total,total,2811,-13661
3_towns,Fairfield,2000,total,total,20397,17387
3_towns,Farmington,2000,total,total,9496,-11099
3_towns,Franklin,2000,total,total,687,-9768
3_towns,Glastonbury,2000,total,total,12257,11535
3_towns,Goshen,2000,total,total,1066,-12496
3_towns,Granby,2000,total,total,3781,2686
3_towns,Greenwich,2000,total,total,23230,19037
3_towns,Griswold,2000,total,total,4194,-18057
3_towns,Groton,2000,total,total,15473,10909
3_towns,Guilford,2000,total,total,8151,-7552
3_towns,Haddam,2000,total,total,2701,-5613
3_towns,Hamden,2000,total,total,22408,19199
3_towns,Hampton,2000,total,total,674,-22271
3_towns,Hartford,2000,total,total,44986,44213
3_towns,Hartland,2000,total,total,707,-45172
3_towns,Harwinton,2000,total,total,1958,1176
3_towns,Hebron,2000,total,total,2993,1056
3_towns,Kent,2000,total,total,1143,-2333
3_towns,Killingly,2000,total,total,6359,5221
3_towns,Killingworth,2000,total,total,2196,-4679
3_towns,Lebanon,2000,total,total,2446,141
3_towns,Ledyard,2000,total,total,5286,2439
3_towns,Lisbon,2000,total,total,1525,-4270
3_towns,Litchfield,2000,total,total,3310,1628
3_towns,Lyme,2000,total,total,854,-2620
3_towns,Madison,2000,total,total,6515,5455
3_towns,Manchester,2000,total,total,23197,16286
3_towns,Mansfield,2000,total,total,5291,-18651
3_towns,Marlborough,2000,total,total,2005,-3509
3_towns,Meriden,2000,total,total,22951,20601
3_towns,Middlebury,2000,total,total,2398,-23820
3_towns,Middlefield,2000,total,total,1645,-1054
3_towns,Middletown,2000,total,total,18554,16727
3_towns,Milford,2000,total,total,20900,1846
3_towns,Monroe,2000,total,total,6481,-15584
3_towns,Montville,2000,total,total,6426,-277
3_towns,Morris,2000,total,total,912,-5837
3_towns,Naugatuck,2000,total,total,11829,10963
3_towns,New Britain,2000,total,total,28558,16899
3_towns,New Canaan,2000,total,total,6822,-21561
3_towns,New Fairfield,2000,total,total,4638,-2446
3_towns,New Hartford,2000,total,total,2228,-2791
3_towns,New Haven,2000,total,total,47094,44496
3_towns,New London,2000,total,total,10181,-39589
3_towns,New Milford,2000,total,total,10018,-957
3_towns,Newington,2000,total,total,12014,1580
3_towns,Newtown,2000,total,total,8325,-4069
3_towns,Norfolk,2000,total,total,676,-9164
3_towns,North Branford,2000,total,total,5132,4453
3_towns,North Canaan,2000,total,total,1343,-4108
3_towns,North Haven,2000,total,total,8597,7239
3_towns,North Stonington,2000,total,total,1833,-6952
3_towns,Norwalk,2000,total,total,32711,30673
3_towns,Norwich,2000,total,total,15091,-18832
3_towns,Old Lyme,2000,total,total,2958,-13313
3_towns,Old Saybrook,2000,total,total,4184,995
3_towns,Orange,2000,total,total,4739,385
3_towns,Oxford,2000,total,total,3343,-1596
3_towns,Plainfield,2000,total,total,5444,934
3_towns,Plainville,2000,total,total,7385,1675
3_towns,Plymouth,2000,total,total,4453,-3269
3_towns,Pomfret,2000,total,total,1433,-3300
3_towns,Portland,2000,total,total,3388,1723
3_towns,Preston,2000,total,total,1837,-2005
3_towns,Prospect,2000,total,total,3020,1185
3_towns,Putnam,2000,total,total,3683,316
3_towns,Redding,2000,total,total,2918,-1031
3_towns,Ridgefield,2000,total,total,8433,4993
3_towns,Rocky Hill,2000,total,total,7557,-1426
3_towns,Roxbury,2000,total,total,848,-7751
3_towns,Salem,2000,total,total,1358,470
3_towns,Salisbury,2000,total,total,1737,133
3_towns,Scotland,2000,total,total,553,-1122
3_towns,Seymour,2000,total,total,6155,5521
3_towns,Sharon,2000,total,total,1246,-4993
3_towns,Shelton,2000,total,total,14190,12894
3_towns,Sherman,2000,total,total,1434,-14917
3_towns,Simsbury,2000,total,total,8527,7050
3_towns,Somers,2000,total,total,2925,-6354
3_towns,South Windsor,2000,total,total,8905,5439
3_towns,Southbury,2000,total,total,7225,-2622
3_towns,Southington,2000,total,total,15083,7183
3_towns,Sprague,2000,total,total,1111,-15917
3_towns,Stafford,2000,total,total,4353,3166
3_towns,Stamford,2000,total,total,45399,40737
3_towns,Sterling,2000,total,total,1116,-48394
3_towns,Stonington,2000,total,total,7665,6260
3_towns,Stratford,2000,total,total,19898,11798
3_towns,Suffield,2000,total,total,4660,-15424
3_towns,Thomaston,2000,total,total,2916,-2116
3_towns,Thompson,2000,total,total,3482,348
3_towns,Tolland,2000,total,total,4586,1035
3_towns,Torrington,2000,total,total,14743,9584
3_towns,Trumbull,2000,total,total,11911,-2518
3_towns,Union,2000,total,total,285,-12142
3_towns,Vernon,2000,total,total,12269,11909
3_towns,Voluntown,2000,total,total,952,-12134
3_towns,Wallingford,2000,total,total,16697,15690
3_towns,Warren,2000,total,total,497,-18021
3_towns,Washington,2000,total,total,1416,847
3_towns,Waterbury,2000,total,total,42622,41228
3_towns,Waterford,2000,total,total,7542,-33037
3_towns,Watertown,2000,total,total,8046,221
3_towns,West Hartford,2000,total,total,24576,16054
3_towns,West Haven,2000,total,total,21090,-3401
3_towns,Westbrook,2000,total,total,2605,-16971
3_towns,Weston,2000,total,total,3312,235
3_towns,Westport,2000,total,total,9586,6113
3_towns,Wethersfield,2000,total,total,11214,1318
3_towns,Willington,2000,total,total,2353,-8490
3_towns,Wilton,2000,total,total,5923,3440
3_towns,Winchester,2000,total,total,4371,-1657
3_towns,Windham,2000,total,total,8342,3783
3_towns,Windsor,2000,total,total,10577,2086
3_towns,Windsor Locks,2000,total,total,4935,-5909
3_towns,Wolcott,2000,total,total,5414,161
3_towns,Woodbridge,2000,total,total,3103,-2777
3_towns,Woodbury,2000,total,total,3715,784
3_towns,Woodstock,2000,total,total,2754,-1385
3_towns,Andover,2010,owner,p1,212,66
3_towns,Ansonia,2010,owner,p1,1094,197
3_towns,Ashford,2010,owner,p1,299,115
3_towns,Avon,2010,owner,p1,1027,12
3_towns,Barkhamsted,2010,owner,p1,190,41
3_towns,Beacon Falls,2010,owner,p1,275,-5
3_towns,Berlin,2010,owner,p1,1146,99
3_towns,Bethany,2010,owner,p1,211,19
3_towns,Bethel,2010,owner,p1,699,7
3_towns,Bethlehem,2010,owner,p1,202,44
3_towns,Bloomfield,2010,owner,p1,1621,270
3_towns,Bolton,2010,owner,p1,332,96
3_towns,Bozrah,2010,owner,p1,165,59
3_towns,Branford,2010,owner,p1,2279,35
3_towns,Bridgeport,2010,owner,p1,6651,1007
3_towns,Bridgewater,2010,owner,p1,122,3
3_towns,Bristol,2010,owner,p1,3983,1005
3_towns,Brookfield,2010,owner,p1,775,37
3_towns,Brooklyn,2010,owner,p1,195,-77
3_towns,Burlington,2010,owner,p1,369,89
3_towns,Canaan,2010,owner,p1,90,3
3_towns,Canterbury,2010,owner,p1,317,126
3_towns,Canton,2010,owner,p1,600,72
3_towns,Chaplin,2010,owner,p1,162,49
3_towns,Cheshire,2010,owner,p1,1038,-155
3_towns,Chester,2010,owner,p1,230,2
3_towns,Clinton,2010,owner,p1,832,27
3_towns,Colchester,2010,owner,p1,612,99
3_towns,Colebrook,2010,owner,p1,102,17
3_towns,Columbia,2010,owner,p1,348,80
3_towns,Cornwall,2010,owner,p1,136,2
3_towns,Coventry,2010,owner,p1,786,222
3_towns,Cromwell,2010,owner,p1,948,-22
3_towns,Danbury,2010,owner,p1,4757,1326
3_towns,Darien,2010,owner,p1,781,51
3_towns,Deep River,2010,owner,p1,317,72
3_towns,Derby,2010,owner,p1,798,-13
3_towns,Durham,2010,owner,p1,297,43
3_towns,East Granby,2010,owner,p1,310,62
3_towns,East Haddam,2010,owner,p1,485,12
3_towns,East Hampton,2010,owner,p1,611,107
3_towns,East Hartford,2010,owner,p1,2878,156
3_towns,East Haven,2010,owner,p1,2122,368
3_towns,East Lyme,2010,owner,p1,1129,214
3_towns,East Windsor,2010,owner,p1,783,141
3_towns,Eastford,2010,owner,p1,86,4
3_towns,Easton,2010,owner,p1,308,44
3_towns,Ellington,2010,owner,p1,558,1
3_towns,Enfield,2010,owner,p1,2685,333
3_towns,Essex,2010,owner,p1,498,-71
3_towns,Fairfield,2010,owner,p1,2895,-280
3_towns,Farmington,2010,owner,p1,1986,510
3_towns,Franklin,2010,owner,p1,114,13
3_towns,Glastonbury,2010,owner,p1,1969,230
3_towns,Goshen,2010,owner,p1,214,57
3_towns,Granby,2010,owner,p1,716,271
3_towns,Greenwich,2010,owner,p1,3335,223
3_towns,Griswold,2010,owner,p1,714,156
3_towns,Groton,2010,owner,p1,2170,233
3_towns,Guilford,2010,owner,p1,1509,352
3_towns,Haddam,2010,owner,p1,597,274
3_towns,Hamden,2010,owner,p1,4278,705
3_towns,Hampton,2010,owner,p1,93,3
3_towns,Hartford,2010,owner,p1,3342,552
3_towns,Hartland,2010,owner,p1,68,-7
3_towns,Harwinton,2010,owner,p1,347,65
3_towns,Hebron,2010,owner,p1,243,-34
3_towns,Kent,2010,owner,p1,225,34
3_towns,Killingly,2010,owner,p1,851,72
3_towns,Killingworth,2010,owner,p1,348,19
3_towns,Lebanon,2010,owner,p1,437,150
3_towns,Ledyard,2010,owner,p1,806,176
3_towns,Lisbon,2010,owner,p1,280,55
3_towns,Litchfield,2010,owner,p1,470,-16
3_towns,Lyme,2010,owner,p1,185,29
3_towns,Madison,2010,owner,p1,847,28
3_towns,Manchester,2010,owner,p1,3920,824
3_towns,Mansfield,2010,owner,p1,792,60
3_towns,Marlborough,2010,owner,p1,210,24
3_towns,Meriden,2010,owner,p1,3507,427
3_towns,Middlebury,2010,owner,p1,302,-57
3_towns,Middlefield,2010,owner,p1,272,21
3_towns,Middletown,2010,owner,p1,3140,897
3_towns,Milford,2010,owner,p1,3727,223
3_towns,Monroe,2010,owner,p1,899,97
3_towns,Montville,2010,owner,p1,1009,155
3_towns,Morris,2010,owner,p1,148,21
3_towns,Naugatuck,2010,owner,p1,1831,437
3_towns,New Britain,2010,owner,p1,3539,354
3_towns,New Canaan,2010,owner,p1,836,-31
3_towns,New Fairfield,2010,owner,p1,753,257
3_towns,New Hartford,2010,owner,p1,442,187
3_towns,New Haven,2010,owner,p1,3749,146
3_towns,New London,2010,owner,p1,1165,33
3_towns,New Milford,2010,owner,p1,1613,350
3_towns,Newington,2010,owner,p1,2608,344
3_towns,Newtown,2010,owner,p1,1005,74
3_towns,Norfolk,2010,owner,p1,94,0
3_towns,North Branford,2010,owner,p1,836,127
3_towns,North Canaan,2010,owner,p1,318,108
3_towns,North Haven,2010,owner,p1,1188,-68
3_towns,North Stonington,2010,owner,p1,338,98
3_towns,Norwalk,2010,owner,p1,5935,1300
3_towns,Norwich,2010,owner,p1,2206,325
3_towns,Old Lyme,2010,owner,p1,481,23
3_towns,Old Saybrook,2010,owner,p1,936,137
3_towns,Orange,2010,owner,p1,660,55
3_towns,Oxford,2010,owner,p1,474,161
3_towns,Plainfield,2010,owner,p1,754,169
3_towns,Plainville,2010,owner,p1,1485,305
3_towns,Plymouth,2010,owner,p1,788,194
3_towns,Pomfret,2010,owner,p1,130,-12
3_towns,Portland,2010,owner,p1,579,94
3_towns,Preston,2010,owner,p1,229,-29
3_towns,Prospect,2010,owner,p1,431,58
3_towns,Putnam,2010,owner,p1,566,155
3_towns,Redding,2010,owner,p1,513,219
3_towns,Ridgefield,2010,owner,p1,1118,113
3_towns,Rocky Hill,2010,owner,p1,1358,96
3_towns,Roxbury,2010,owner,p1,176,39
3_towns,Salem,2010,owner,p1,224,75
3_towns,Salisbury,2010,owner,p1,212,-156
3_towns,Scotland,2010,owner,p1,74,11
3_towns,Seymour,2010,owner,p1,1114,247
3_towns,Sharon,2010,owner,p1,251,-28
3_towns,Shelton,2010,owner,p1,2398,427
3_towns,Sherman,2010,owner,p1,177,-50
3_towns,Simsbury,2010,owner,p1,1194,150
3_towns,Somers,2010,owner,p1,355,19
3_towns,South Windsor,2010,owner,p1,1667,276
3_towns,Southbury,2010,owner,p1,1945,174
3_towns,Southington,2010,owner,p1,2796,766
3_towns,Sprague,2010,owner,p1,216,95
3_towns,Stafford,2010,owner,p1,718,139
3_towns,Stamford,2010,owner,p1,6415,679
3_towns,Sterling,2010,owner,p1,121,-17
3_towns,Stonington,2010,owner,p1,1229,37
3_towns,Stratford,2010,owner,p1,3839,-5
3_towns,Suffield,2010,owner,p1,894,193
3_towns,Thomaston,2010,owner,p1,466,115
3_towns,Thompson,2010,owner,p1,581,36
3_towns,Tolland,2010,owner,p1,479,3
3_towns,Torrington,2010,owner,p1,2691,422
3_towns,Trumbull,2010,owner,p1,1437,-36
3_towns,Union,2010,owner,p1,34,-8
3_towns,Vernon,2010,owner,p1,1702,202
3_towns,Voluntown,2010,owner,p1,117,1
3_towns,Wallingford,2010,owner,p1,2568,396
3_towns,Warren,2010,owner,p1,64,-18
3_towns,Washington,2010,owner,p1,346,89
3_towns,Waterbury,2010,owner,p1,5416,508
3_towns,Waterford,2010,owner,p1,1702,220
3_towns,Watertown,2010,owner,p1,1381,367
3_towns,West Hartford,2010,owner,p1,4039,129
3_towns,West Haven,2010,owner,p1,2729,40
3_towns,Westbrook,2010,owner,p1,503,99
3_towns,Weston,2010,owner,p1,292,2
3_towns,Westport,2010,owner,p1,1265,-143
3_towns,Wethersfield,2010,owner,p1,2200,153
3_towns,Willington,2010,owner,p1,269,33
3_towns,Wilton,2010,owner,p1,683,33
3_towns,Winchester,2010,owner,p1,609,-10
3_towns,Windham,2010,owner,p1,1249,308
3_towns,Windsor,2010,owner,p1,1811,190
3_towns,Windsor Locks,2010,owner,p1,1093,216
3_towns,Wolcott,2010,owner,p1,881,216
3_towns,Woodbridge,2010,owner,p1,502,158
3_towns,Woodbury,2010,owner,p1,795,321
3_towns,Woodstock,2010,owner,p1,606,219
3_towns,Andover,2010,renter,p1,47,-25
3_towns,Ansonia,2010,renter,p1,987,-259
3_towns,Ashford,2010,renter,p1,125,-16
3_towns,Avon,2010,renter,p1,560,120
3_towns,Barkhamsted,2010,renter,p1,55,-21
3_towns,Beacon Falls,2010,renter,p1,340,153
3_towns,Berlin,2010,renter,p1,389,21
3_towns,Bethany,2010,renter,p1,11,-34
3_towns,Bethel,2010,renter,p1,582,-65
3_towns,Bethlehem,2010,renter,p1,141,55
3_towns,Bloomfield,2010,renter,p1,1398,369
3_towns,Bolton,2010,renter,p1,181,42
3_towns,Bozrah,2010,renter,p1,82,15
3_towns,Branford,2010,renter,p1,1493,-331
3_towns,Bridgeport,2010,renter,p1,9697,764
3_towns,Bridgewater,2010,renter,p1,50,21
3_towns,Bristol,2010,renter,p1,3750,-452
3_towns,Brookfield,2010,renter,p1,244,21
3_towns,Brooklyn,2010,renter,p1,248,-33
3_towns,Burlington,2010,renter,p1,58,19
3_towns,Canaan,2010,renter,p1,131,95
3_towns,Canterbury,2010,renter,p1,145,50
3_towns,Canton,2010,renter,p1,402,75
3_towns,Chaplin,2010,renter,p1,45,-17
3_towns,Cheshire,2010,renter,p1,603,-19
3_towns,Chester,2010,renter,p1,177,-20
3_towns,Clinton,2010,renter,p1,412,1
3_towns,Colchester,2010,renter,p1,389,-51
3_towns,Colebrook,2010,renter,p1,16,-10
3_towns,Columbia,2010,renter,p1,21,-34
3_towns,Cornwall,2010,renter,p1,64,9
3_towns,Coventry,2010,renter,p1,131,-96
3_towns,Cromwell,2010,renter,p1,572,-36
3_towns,Danbury,2010,renter,p1,3522,-177
3_towns,Darien,2010,renter,p1,383,86
3_towns,Deep River,2010,renter,p1,124,-68
3_towns,Derby,2010,renter,p1,813,-77
3_towns,Durham,2010,renter,p1,46,-30
3_towns,East Granby,2010,renter,p1,124,-36
3_towns,East Haddam,2010,renter,p1,251,45
3_towns,East Hampton,2010,renter,p1,271,-72
3_towns,East Hartford,2010,renter,p1,2949,-433
3_towns,East Haven,2010,renter,p1,1160,-201
3_towns,East Lyme,2010,renter,p1,576,23
3_towns,East Windsor,2010,renter,p1,454,-128
3_towns,Eastford,2010,renter,p1,23,-30
3_towns,Easton,2010,renter,p1,10,-32
3_towns,Ellington,2010,renter,p1,812,-21
3_towns,Enfield,2010,renter,p1,1541,-212
3_towns,Essex,2010,renter,p1,262,-63
3_towns,Fairfield,2010,renter,p1,1288,-34
3_towns,Farmington,2010,renter,p1,1128,1
3_towns,Franklin,2010,renter,p1,45,16
3_towns,Glastonbury,2010,renter,p1,829,-207
3_towns,Goshen,2010,renter,p1,51,-7
3_towns,Granby,2010,renter,p1,149,-30
3_towns,Greenwich,2010,renter,p1,2252,-397
3_towns,Griswold,2010,renter,p1,765,310
3_towns,Groton,2010,renter,p1,2653,78
3_towns,Guilford,2010,renter,p1,588,-18
3_towns,Haddam,2010,renter,p1,57,-109
3_towns,Hamden,2010,renter,p1,3280,-117
3_towns,Hampton,2010,renter,p1,28,-15
3_towns,Hartford,2010,renter,p1,12686,526
3_towns,Hartland,2010,renter,p1,27,7
3_towns,Harwinton,2010,renter,p1,36,-19
3_towns,Hebron,2010,renter,p1,73,-50
3_towns,Kent,2010,renter,p1,126,-7
3_towns,Killingly,2010,renter,p1,990,119
3_towns,Killingworth,2010,renter,p1,24,-1
3_towns,Lebanon,2010,renter,p1,207,109
3_towns,Ledyard,2010,renter,p1,343,104
3_towns,Lisbon,2010,renter,p1,49,-10
3_towns,Litchfield,2010,renter,p1,486,94
3_towns,Lyme,2010,renter,p1,46,4
3_towns,Madison,2010,renter,p1,345,-44
3_towns,Manchester,2010,renter,p1,3664,-460
3_towns,Mansfield,2010,renter,p1,579,-117
3_towns,Marlborough,2010,renter,p1,13,-78
3_towns,Meriden,2010,renter,p1,3256,-293
3_towns,Middlebury,2010,renter,p1,180,57
3_towns,Middlefield,2010,renter,p1,138,22
3_towns,Middletown,2010,renter,p1,3947,-301
3_towns,Milford,2010,renter,p1,2351,294
3_towns,Monroe,2010,renter,p1,192,28
3_towns,Montville,2010,renter,p1,599,83
3_towns,Morris,2010,renter,p1,70,-26
3_towns,Naugatuck,2010,renter,p1,1454,-102
3_towns,New Britain,2010,renter,p1,6342,81
3_towns,New Canaan,2010,renter,p1,415,-44
3_towns,New Fairfield,2010,renter,p1,76,-11
3_towns,New Hartford,2010,renter,p1,61,-49
3_towns,New Haven,2010,renter,p1,13454,35
3_towns,New London,2010,renter,p1,2718,3
3_towns,New Milford,2010,renter,p1,848,-25
3_towns,Newington,2010,renter,p1,824,-128
3_towns,Newtown,2010,renter,p1,397,98
3_towns,Norfolk,2010,renter,p1,89,17
3_towns,North Branford,2010,renter,p1,369,27
3_towns,North Canaan,2010,renter,p1,125,-70
3_towns,North Haven,2010,renter,p1,617,66
3_towns,North Stonington,2010,renter,p1,37,-22
3_towns,Norwalk,2010,renter,p1,5667,1079
3_towns,Norwich,2010,renter,p1,2598,-355
3_towns,Old Lyme,2010,renter,p1,292,87
3_towns,Old Saybrook,2010,renter,p1,440,177
3_towns,Orange,2010,renter,p1,242,103
3_towns,Oxford,2010,renter,p1,69,-40
3_towns,Plainfield,2010,renter,p1,541,-38
3_towns,Plainville,2010,renter,p1,1042,-107
3_towns,Plymouth,2010,renter,p1,199,-222
3_towns,Pomfret,2010,renter,p1,169,11
3_towns,Portland,2010,renter,p1,256,-76
3_towns,Preston,2010,renter,p1,37,-90
3_towns,Prospect,2010,renter,p1,130,47
3_towns,Putnam,2010,renter,p1,733,27
3_towns,Redding,2010,renter,p1,300,199
3_towns,Ridgefield,2010,renter,p1,572,-15
3_towns,Rocky Hill,2010,renter,p1,1433,240
3_towns,Roxbury,2010,renter,p1,84,49
3_towns,Salem,2010,renter,p1,76,13
3_towns,Salisbury,2010,renter,p1,154,-63
3_towns,Scotland,2010,renter,p1,13,-11
3_towns,Seymour,2010,renter,p1,685,-98
3_towns,Sharon,2010,renter,p1,121,12
3_towns,Shelton,2010,renter,p1,1384,258
3_towns,Sherman,2010,renter,p1,48,6
3_towns,Simsbury,2010,renter,p1,571,-40
3_towns,Somers,2010,renter,p1,71,-60
3_towns,South Windsor,2010,renter,p1,485,114
3_towns,Southbury,2010,renter,p1,524,141
3_towns,Southington,2010,renter,p1,1153,51
3_towns,Sprague,2010,renter,p1,136,21
3_towns,Stafford,2010,renter,p1,496,58
3_towns,Stamford,2010,renter,p1,7042,-255
3_towns,Sterling,2010,renter,p1,95,31
3_towns,Stonington,2010,renter,p1,974,-134
3_towns,Stratford,2010,renter,p1,1736,178
3_towns,Suffield,2010,renter,p1,438,55
3_towns,Thomaston,2010,renter,p1,421,72
3_towns,Thompson,2010,renter,p1,272,-4
3_towns,Tolland,2010,renter,p1,125,4
3_towns,Torrington,2010,renter,p1,2507,40
3_towns,Trumbull,2010,renter,p1,699,243
3_towns,Union,2010,renter,p1,6,-16
3_towns,Vernon,2010,renter,p1,2539,-14
3_towns,Voluntown,2010,renter,p1,44,-21
3_towns,Wallingford,2010,renter,p1,2102,-5
3_towns,Warren,2010,renter,p1,23,-4
3_towns,Washington,2010,renter,p1,210,93
3_towns,Waterbury,2010,renter,p1,8442,-48
3_towns,Waterford,2010,renter,p1,531,15
3_towns,Watertown,2010,renter,p1,777,45
3_towns,West Hartford,2010,renter,p1,3163,-195
3_towns,West Haven,2010,renter,p1,3630,-223
3_towns,Westbrook,2010,renter,p1,305,-20
3_towns,Weston,2010,renter,p1,126,44
3_towns,Westport,2010,renter,p1,452,-134
3_towns,Wethersfield,2010,renter,p1,1227,-118
3_towns,Willington,2010,renter,p1,205,-40
3_towns,Wilton,2010,renter,p1,301,42
3_towns,Winchester,2010,renter,p1,605,1
