"hhwt","name","minc","inc_band","hcost","cost_band"
14,"Hartford County",75148,"Low",902,"Low"
13,"Hartford County",75148,"Mid-low",1230,"Mid-low"
27,"Litchfield County",79906,"Mid-high",1489,"Mid-low"
19,"Fairfield County",95645,"Very low",861,"Low"
21,"Fairfield County",95645,"Mid-low",1260,"Mid-low"
33,"Hartford County",75148,"High",2222,"Mid-high"
45,"Hartford County",75148,"Mid-low",881,"Low"
11,"New London County",73490,"Mid-low",1316,"Mid-low"
13,"Hartford County",75148,"Very low",1609,"Mid-high"
57,"New Haven County",69905,"Low",605,"Low"
37,"Hartford County",75148,"Mid-low",1322,"Mid-low"
13,"Litchfield County",79906,"Mid-low",1247,"Mid-low"
72,"Fairfield County",95645,"Very low",830,"Low"
92,"Fairfield County",95645,"Mid-high",1424,"Mid-low"
10,"Fairfield County",95645,"Mid-low",1363,"Mid-low"
16,"New Haven County",69905,"High",2111,"High"
44,"Fairfield County",95645,"Very low",1127,"Low"
33,"Fairfield County",95645,"Mid-high",1898,"Mid-low"
19,"New Haven County",69905,"Mid-low",1025,"Mid-low"
9,"Fairfield County",95645,"Very low",1414,"Mid-low"
14,"New Haven County",69905,"Mid-high",1691,"Mid-high"
22,"New Haven County",69905,"Mid-high",973,"Mid-low"
28,"New Haven County",69905,"Mid-low",1598,"Mid-high"
25,"Fairfield County",95645,"Low",1148,"Low"
16,"Middlesex County",85898,"Very low",1055,"Low"
14,"New London County",73490,"Mid-low",297,"Very low"
12,"Hartford County",75148,"High",1650,"Mid-high"
12,"New London County",73490,"Very low",512,"Very low"
32,"Tolland County",87069,"Very low",820,"Low"
19,"New Haven County",69905,"High",791,"Low"
30,"New Haven County",69905,"Mid-high",1025,"Mid-low"
20,"Hartford County",75148,"Very low",1537,"Mid-high"
14,"Windham County",66550,"Mid-high",1097,"Mid-low"
23,"Windham County",66550,"Very low",0,"Very low"
5,"Fairfield County",95645,"Mid-high",0,"Very low"
10,"Litchfield County",79906,"Mid-high",1363,"Mid-low"
5,"New Haven County",69905,"Mid-high",1271,"Mid-low"
12,"Windham County",66550,"Very low",738,"Low"
35,"Tolland County",87069,"Mid-low",953,"Low"
11,"Middlesex County",85898,"Mid-low",1035,"Low"
39,"New London County",73490,"High",1696,"Mid-high"
29,"Fairfield County",95645,"Low",0,"Very low"
22,"Tolland County",87069,"Very low",922,"Low"
30,"Windham County",66550,"Mid-low",625,"Low"
14,"Fairfield County",95645,"Mid-high",3836,"High"
12,"Hartford County",75148,"Low",1434,"Mid-low"
20,"Fairfield County",95645,"Very low",553,"Very low"
15,"New London County",73490,"Very low",1935,"Mid-high"
37,"Tolland County",87069,"Mid-low",1755,"Mid-high"
39,"Windham County",66550,"High",1214,"Mid-low"
16,"New London County",73490,"High",1888,"Mid-high"
18,"New Haven County",69905,"Mid-low",779,"Low"
13,"New Haven County",69905,"Low",820,"Low"
80,"New Haven County",69905,"Mid-low",512,"Very low"
23,"Hartford County",75148,"Low",1262,"Mid-low"
8,"New Haven County",69905,"Very low",994,"Mid-low"
10,"New Haven County",69905,"Mid-low",902,"Mid-low"
40,"Fairfield County",95645,"Low",1353,"Mid-low"
52,"Hartford County",75148,"Mid-high",1639,"Mid-high"
12,"Fairfield County",95645,"Low",789,"Low"
19,"New Haven County",69905,"Low",1332,"Mid-low"
77,"New London County",73490,"Low",717,"Low"
24,"Hartford County",75148,"Mid-low",2206,"Mid-high"
7,"New Haven County",69905,"Mid-low",1158,"Mid-low"
12,"Hartford County",75148,"Mid-high",1189,"Mid-low"
21,"New Haven County",69905,"Mid-low",922,"Mid-low"
18,"Fairfield County",95645,"Very low",195,"Very low"
9,"New Haven County",69905,"Mid-low",782,"Low"
59,"Hartford County",75148,"High",779,"Low"
15,"Hartford County",75148,"Mid-low",748,"Low"
15,"Windham County",66550,"Low",543,"Low"
7,"Hartford County",75148,"Mid-low",1676,"Mid-high"
21,"Fairfield County",95645,"Very low",1076,"Low"
13,"New Haven County",69905,"High",1353,"Mid-low"
15,"Fairfield County",95645,"Mid-high",3484,"High"
14,"Fairfield County",95645,"Very low",820,"Low"
11,"New Haven County",69905,"Low",984,"Mid-low"
21,"Fairfield County",95645,"Mid-high",1045,"Low"
11,"New London County",73490,"Low",973,"Mid-low"
12,"Hartford County",75148,"Very low",420,"Very low"
54,"Litchfield County",79906,"Very low",1150,"Mid-low"
13,"Hartford County",75148,"Low",1035,"Mid-low"
41,"Hartford County",75148,"Mid-high",1148,"Mid-low"
29,"New Haven County",69905,"Very low",307,"Very low"
13,"Fairfield County",95645,"Very low",1178,"Low"
19,"Windham County",66550,"High",1153,"Mid-low"
17,"New Haven County",69905,"Very low",420,"Very low"
13,"Fairfield County",95645,"Mid-high",2339,"Mid-high"
9,"Hartford County",75148,"Low",1316,"Mid-low"
21,"Hartford County",75148,"Low",1291,"Mid-low"
20,"Litchfield County",79906,"High",1878,"Mid-high"
20,"Hartford County",75148,"Low",1127,"Mid-low"
12,"Litchfield County",79906,"High",0,"Very low"
8,"Hartford County",75148,"Low",594,"Low"
30,"Fairfield County",95645,"Mid-low",1762,"Mid-low"
23,"Windham County",66550,"Very low",543,"Low"
15,"New Haven County",69905,"Very low",830,"Low"
5,"New Haven County",69905,"Very low",1516,"Mid-high"
35,"Fairfield County",95645,"Very low",984,"Low"
7,"Hartford County",75148,"High",1434,"Mid-low"
4,"Litchfield County",79906,"High",1960,"Mid-high"
50,"Middlesex County",85898,"Low",1055,"Low"
22,"New Haven County",69905,"High",1209,"Mid-low"
24,"Hartford County",75148,"Mid-high",973,"Mid-low"
19,"New Haven County",69905,"Low",1434,"Mid-high"
36,"New Haven County",69905,"Mid-high",912,"Mid-low"
21,"Hartford County",75148,"Mid-high",1406,"Mid-low"
9,"Hartford County",75148,"Very low",215,"Very low"
16,"Hartford County",75148,"Mid-low",781,"Low"
16,"New Haven County",69905,"Low",1230,"Mid-low"
14,"New London County",73490,"Low",0,"Very low"
7,"Hartford County",75148,"Mid-low",1396,"Mid-low"
40,"Windham County",66550,"Mid-low",892,"Mid-low"
19,"New Haven County",69905,"Very low",287,"Very low"
6,"New London County",73490,"Low",1434,"Mid-low"
16,"New London County",73490,"Mid-low",1424,"Mid-low"
27,"Fairfield County",95645,"Very low",2203,"Mid-high"
16,"Fairfield County",95645,"Very low",1537,"Mid-low"
12,"Fairfield County",95645,"Mid-high",2196,"Mid-high"
16,"New Haven County",69905,"Very low",882,"Mid-low"
17,"Fairfield County",95645,"High",1452,"Mid-low"
10,"New Haven County",69905,"High",2630,"High"
24,"Fairfield County",95645,"Very low",1342,"Mid-low"
30,"Hartford County",75148,"Mid-high",1096,"Mid-low"
34,"Hartford County",75148,"High",1332,"Mid-low"
8,"Hartford County",75148,"Very low",1017,"Mid-low"
14,"New London County",73490,"Mid-low",1035,"Mid-low"
20,"Hartford County",75148,"Mid-high",1168,"Mid-low"
17,"Middlesex County",85898,"Low",0,"Very low"
16,"New Haven County",69905,"Very low",1291,"Mid-low"
12,"New London County",73490,"Low",932,"Mid-low"
20,"New London County",73490,"Mid-low",768,"Low"
12,"New Haven County",69905,"High",1424,"Mid-high"
30,"Fairfield County",95645,"Very low",1066,"Low"
21,"New Haven County",69905,"Low",820,"Low"
24,"New Haven County",69905,"Mid-high",1721,"Mid-high"
38,"New Haven County",69905,"Very low",492,"Very low"
31,"Fairfield County",95645,"Mid-low",1691,"Mid-low"
10,"Hartford County",75148,"Very low",953,"Mid-low"
26,"New Haven County",69905,"High",1291,"Mid-low"
27,"Fairfield County",95645,"High",2534,"Mid-high"
18,"Fairfield County",95645,"Low",1757,"Mid-low"
60,"New London County",73490,"High",1004,"Mid-low"
23,"Hartford County",75148,"High",1434,"Mid-low"
11,"New London County",73490,"Mid-high",1607,"Mid-high"
19,"New London County",73490,"Very low",1117,"Mid-low"
16,"Hartford County",75148,"Low",809,"Low"
13,"Litchfield County",79906,"Very low",1152,"Mid-low"
39,"Fairfield County",95645,"Mid-low",1506,"Mid-low"
10,"New London County",73490,"Mid-low",994,"Mid-low"
31,"Fairfield County",95645,"Very low",2049,"Mid-high"
39,"Fairfield County",95645,"Very low",1127,"Low"
10,"Fairfield County",95645,"Mid-low",1711,"Mid-low"
12,"New Haven County",69905,"High",1865,"Mid-high"
10,"Fairfield County",95645,"Low",820,"Low"
53,"New Haven County",69905,"Mid-low",2049,"Mid-high"
21,"Tolland County",87069,"Mid-high",1168,"Mid-low"
11,"New Haven County",69905,"High",2101,"High"
26,"Windham County",66550,"Low",1588,"Mid-high"
10,"Hartford County",75148,"Mid-low",2041,"Mid-high"
29,"Windham County",66550,"Mid-high",1194,"Mid-low"
51,"Tolland County",87069,"Very low",1025,"Low"
12,"Fairfield County",95645,"Low",1127,"Low"
13,"New Haven County",69905,"Very low",973,"Mid-low"
18,"Middlesex County",85898,"Mid-low",846,"Low"
11,"Hartford County",75148,"Mid-high",1281,"Mid-low"
20,"Hartford County",75148,"Very low",994,"Mid-low"
67,"Fairfield County",95645,"Mid-high",1486,"Mid-low"
20,"New Haven County",69905,"Mid-high",924,"Mid-low"
18,"Fairfield County",95645,"High",2744,"Mid-high"
18,"Middlesex County",85898,"Mid-low",1158,"Mid-low"
26,"New Haven County",69905,"Very low",1434,"Mid-high"
20,"New London County",73490,"Mid-low",1260,"Mid-low"
52,"Litchfield County",79906,"Mid-high",1844,"Mid-high"
47,"Windham County",66550,"Low",895,"Mid-low"
38,"New Haven County",69905,"Low",543,"Low"
61,"Fairfield County",95645,"Low",1916,"Mid-high"
11,"Middlesex County",85898,"Low",933,"Low"
20,"Hartford County",75148,"Very low",512,"Very low"
59,"New Haven County",69905,"Very low",943,"Mid-low"
15,"New Haven County",69905,"Mid-high",566,"Low"
20,"New Haven County",69905,"Very low",1004,"Mid-low"
7,"New Haven County",69905,"Mid-low",1096,"Mid-low"
6,"Hartford County",75148,"High",0,"Very low"
8,"New Haven County",69905,"Mid-low",1276,"Mid-low"
16,"Middlesex County",85898,"Very low",1230,"Mid-low"
8,"New Haven County",69905,"Low",1547,"Mid-high"
18,"Fairfield County",95645,"High",2592,"Mid-high"
21,"Hartford County",75148,"Low",1353,"Mid-low"
25,"Fairfield County",95645,"Mid-high",1414,"Mid-low"
10,"Hartford County",75148,"Very low",328,"Very low"
13,"Middlesex County",85898,"Very low",799,"Low"
29,"New Haven County",69905,"Mid-low",1186,"Mid-low"
12,"Middlesex County",85898,"Mid-high",1260,"Mid-low"
27,"New Haven County",69905,"High",1216,"Mid-low"
12,"Hartford County",75148,"Low",0,"Very low"
63,"Middlesex County",85898,"Low",850,"Low"
14,"Hartford County",75148,"Mid-high",1434,"Mid-low"
60,"Fairfield County",95645,"Very low",1168,"Low"
12,"New Haven County",69905,"Very low",205,"Very low"
33,"Fairfield County",95645,"Very low",1639,"Mid-low"
19,"New Haven County",69905,"Mid-low",1383,"Mid-low"
12,"Hartford County",75148,"Very low",799,"Low"
10,"Fairfield County",95645,"Very low",1320,"Mid-low"
16,"Windham County",66550,"Low",1042,"Mid-low"
20,"Litchfield County",79906,"Very low",1016,"Mid-low"
23,"New Haven County",69905,"Mid-low",1639,"Mid-high"
11,"Fairfield County",95645,"Very low",1076,"Low"
20,"New Haven County",69905,"Very low",410,"Very low"
11,"New Haven County",69905,"Very low",666,"Low"
31,"Hartford County",75148,"Very low",758,"Low"
35,"Hartford County",75148,"Low",1332,"Mid-low"
8,"Hartford County",75148,"Very low",760,"Low"
68,"New Haven County",69905,"Mid-low",0,"Very low"
24,"New London County",73490,"Very low",1253,"Mid-low"
25,"Hartford County",75148,"Low",779,"Low"
13,"Litchfield County",79906,"Low",2134,"Mid-high"
10,"Fairfield County",95645,"High",3545,"High"
20,"Windham County",66550,"Low",1178,"Mid-low"
33,"New Haven County",69905,"Low",564,"Low"
25,"Hartford County",75148,"Low",1286,"Mid-low"
36,"New Haven County",69905,"Very low",738,"Low"
63,"Fairfield County",95645,"High",1516,"Mid-low"
24,"Windham County",66550,"Mid-low",1168,"Mid-low"
13,"Fairfield County",95645,"Mid-low",809,"Low"
16,"Middlesex County",85898,"Very low",1035,"Low"
16,"Middlesex County",85898,"High",1559,"Mid-low"
27,"Hartford County",75148,"High",730,"Low"
11,"New Haven County",69905,"Very low",646,"Low"
11,"New Haven County",69905,"High",1990,"Mid-high"
9,"Fairfield County",95645,"Low",1394,"Mid-low"
19,"Fairfield County",95645,"Mid-low",2226,"Mid-high"
20,"Fairfield County",95645,"High",2070,"Mid-high"
32,"Middlesex County",85898,"Low",1025,"Low"
14,"Fairfield County",95645,"High",3809,"High"
111,"Tolland County",87069,"Very low",1117,"Mid-low"
21,"Fairfield County",95645,"High",1332,"Mid-low"
14,"Hartford County",75148,"Very low",410,"Very low"
13,"Hartford County",75148,"Mid-high",1665,"Mid-high"
7,"New Haven County",69905,"Mid-low",1055,"Mid-low"
12,"Litchfield County",79906,"Mid-low",1240,"Mid-low"
20,"Hartford County",75148,"High",1240,"Mid-low"
17,"New Haven County",69905,"Very low",451,"Very low"
36,"Hartford County",75148,"Low",779,"Low"
63,"Middlesex County",85898,"Mid-low",1066,"Low"
11,"Hartford County",75148,"Very low",1025,"Mid-low"
16,"Fairfield County",95645,"High",1773,"Mid-low"
17,"Middlesex County",85898,"Very low",379,"Very low"
8,"Hartford County",75148,"Very low",287,"Very low"
18,"New Haven County",69905,"Low",656,"Low"
15,"New London County",73490,"High",1434,"Mid-low"
22,"Fairfield County",95645,"Low",717,"Very low"
12,"Fairfield County",95645,"Mid-low",1455,"Mid-low"
77,"Fairfield County",95645,"High",2104,"Mid-high"
15,"New Haven County",69905,"High",1981,"Mid-high"
13,"New Haven County",69905,"Low",2131,"High"
6,"New Haven County",69905,"Very low",809,"Low"
25,"Middlesex County",85898,"Mid-high",1407,"Mid-low"
35,"Fairfield County",95645,"Very low",471,"Very low"
17,"Tolland County",87069,"Very low",861,"Low"
15,"Hartford County",75148,"High",1367,"Mid-low"
18,"New Haven County",69905,"Mid-low",1680,"Mid-high"
8,"New Haven County",69905,"Mid-low",1096,"Mid-low"
12,"Hartford County",75148,"Mid-low",0,"Very low"
15,"Fairfield County",95645,"High",2696,"Mid-high"
28,"Middlesex County",85898,"Very low",676,"Low"
22,"New Haven County",69905,"Low",902,"Mid-low"
41,"Hartford County",75148,"Very low",236,"Very low"
34,"New Haven County",69905,"Very low",1076,"Mid-low"
15,"Hartford County",75148,"Very low",225,"Very low"
26,"New Haven County",69905,"Mid-high",1178,"Mid-low"
85,"Hartford County",75148,"Very low",1742,"Mid-high"
18,"Hartford County",75148,"Very low",0,"Very low"
15,"Fairfield County",95645,"Very low",256,"Very low"
11,"Hartford County",75148,"Mid-low",1025,"Mid-low"
90,"Fairfield County",95645,"Very low",400,"Very low"
20,"Windham County",66550,"Mid-high",1235,"Mid-low"
18,"New Haven County",69905,"Very low",707,"Low"
20,"New Haven County",69905,"Mid-high",2647,"High"
27,"New Haven County",69905,"Mid-low",574,"Low"
11,"Hartford County",75148,"Mid-high",697,"Low"
82,"New Haven County",69905,"High",861,"Low"
21,"Fairfield County",95645,"Mid-high",2234,"Mid-high"
22,"Hartford County",75148,"High",1814,"Mid-high"
8,"Fairfield County",95645,"Very low",1025,"Low"
19,"Fairfield County",95645,"High",3617,"High"
21,"Fairfield County",95645,"Very low",2049,"Mid-high"
11,"Hartford County",75148,"Very low",1107,"Mid-low"
48,"Fairfield County",95645,"Very low",646,"Very low"
11,"Hartford County",75148,"Very low",0,"Very low"
24,"Hartford County",75148,"Mid-high",1373,"Mid-low"
8,"Hartford County",75148,"Mid-low",0,"Very low"
30,"New Haven County",69905,"High",1906,"Mid-high"
21,"New Haven County",69905,"Mid-low",984,"Mid-low"
28,"Fairfield County",95645,"Mid-low",1209,"Mid-low"
18,"New Haven County",69905,"Very low",246,"Very low"
23,"New Haven County",69905,"Mid-low",1226,"Mid-low"
52,"New Haven County",69905,"Low",881,"Mid-low"
25,"Hartford County",75148,"Mid-high",0,"Very low"
27,"Fairfield County",95645,"High",1271,"Mid-low"
4,"New Haven County",69905,"Low",2131,"High"
4,"Litchfield County",79906,"Very low",400,"Very low"
15,"New Haven County",69905,"Mid-low",820,"Low"
39,"Fairfield County",95645,"High",2377,"Mid-high"
40,"Hartford County",75148,"Very low",533,"Very low"
13,"New Haven County",69905,"High",1373,"Mid-low"
13,"New Haven County",69905,"Mid-low",0,"Very low"
8,"New Haven County",69905,"Low",1312,"Mid-low"
30,"Hartford County",75148,"Very low",266,"Very low"
8,"Hartford County",75148,"Very low",461,"Very low"
14,"Fairfield County",95645,"Very low",1721,"Mid-low"
26,"Hartford County",75148,"Mid-low",0,"Very low"
44,"New Haven County",69905,"Very low",1230,"Mid-low"
9,"New Haven County",69905,"Mid-high",1865,"Mid-high"
51,"Middlesex County",85898,"High",1298,"Mid-low"
41,"Hartford County",75148,"High",963,"Mid-low"
44,"Hartford County",75148,"Mid-low",1025,"Mid-low"
26,"Fairfield County",95645,"Very low",1793,"Mid-low"
55,"New Haven County",69905,"Mid-high",1414,"Mid-high"
14,"Fairfield County",95645,"Very low",1465,"Mid-low"
22,"Fairfield County",95645,"Very low",1404,"Mid-low"
21,"Hartford County",75148,"High",1000,"Mid-low"
30,"New Haven County",69905,"Mid-low",1040,"Mid-low"
5,"Litchfield County",79906,"Low",1288,"Mid-low"
25,"Hartford County",75148,"Mid-high",2680,"High"
21,"Fairfield County",95645,"Mid-high",1615,"Mid-low"
9,"Fairfield County",95645,"High",3711,"High"
21,"New Haven County",69905,"Low",960,"Mid-low"
29,"Fairfield County",95645,"Low",1300,"Mid-low"
6,"New Haven County",69905,"High",1666,"Mid-high"
13,"Hartford County",75148,"Mid-high",1030,"Mid-low"
47,"Litchfield County",79906,"Low",0,"Very low"
14,"Fairfield County",95645,"Very low",1360,"Mid-low"
12,"New Haven County",69905,"Very low",1325,"Mid-low"
7,"Middlesex County",85898,"Mid-high",1590,"Mid-low"
19,"Fairfield County",95645,"Low",2400,"Mid-high"
33,"Hartford County",75148,"Mid-high",1100,"Mid-low"
37,"Middlesex County",85898,"High",1548,"Mid-low"
16,"Middlesex County",85898,"Very low",1860,"Mid-high"
33,"Fairfield County",95645,"Mid-low",1620,"Mid-low"
21,"New Haven County",69905,"Very low",434,"Very low"
26,"Fairfield County",95645,"Mid-high",1700,"Mid-low"
13,"New London County",73490,"Mid-low",1130,"Mid-low"
16,"Fairfield County",95645,"Low",1440,"Mid-low"
9,"Middlesex County",85898,"Very low",640,"Very low"
14,"New London County",73490,"Mid-low",1150,"Mid-low"
14,"Fairfield County",95645,"High",1460,"Mid-low"
6,"Hartford County",75148,"Mid-low",1329,"Mid-low"
8,"Hartford County",75148,"Very low",1310,"Mid-low"
17,"Fairfield County",95645,"High",3300,"High"
9,"Fairfield County",95645,"High",3670,"High"
10,"Hartford County",75148,"Mid-low",1000,"Mid-low"
23,"Fairfield County",95645,"High",2940,"High"
25,"Fairfield County",95645,"Mid-high",2240,"Mid-high"
22,"Tolland County",87069,"Very low",1510,"Mid-low"
14,"Hartford County",75148,"High",1160,"Mid-low"
7,"Windham County",66550,"Mid-low",1082,"Mid-low"
11,"Fairfield County",95645,"Very low",560,"Very low"
18,"New Haven County",69905,"Mid-low",730,"Low"
33,"Hartford County",75148,"Very low",870,"Low"
90,"Fairfield County",95645,"Mid-low",2320,"Mid-high"
17,"Fairfield County",95645,"Low",1530,"Mid-low"
13,"Windham County",66550,"Mid-high",1825,"Mid-high"
15,"Tolland County",87069,"High",1957,"Mid-high"
4,"Windham County",66550,"Low",2000,"High"
11,"Hartford County",75148,"Mid-high",1020,"Mid-low"
23,"New Haven County",69905,"Low",1550,"Mid-high"
62,"Windham County",66550,"Mid-low",1680,"Mid-high"
14,"Hartford County",75148,"Mid-low",1050,"Mid-low"
51,"New Haven County",69905,"High",1183,"Mid-low"
54,"New Haven County",69905,"Mid-low",1323,"Mid-low"
26,"Fairfield County",95645,"Low",1657,"Mid-low"
15,"Hartford County",75148,"Very low",400,"Very low"
10,"New London County",73490,"Mid-high",1053,"Mid-low"
18,"New Haven County",69905,"Very low",800,"Low"
20,"Fairfield County",95645,"Very low",970,"Low"
16,"Hartford County",75148,"Very low",210,"Very low"
37,"Hartford County",75148,"Mid-low",870,"Low"
13,"Fairfield County",95645,"High",2637,"Mid-high"
27,"Fairfield County",95645,"High",1020,"Low"
15,"New Haven County",69905,"Low",930,"Mid-low"
39,"New London County",73490,"Mid-high",1460,"Mid-low"
10,"New Haven County",69905,"Mid-low",1350,"Mid-low"
13,"Fairfield County",95645,"High",1560,"Mid-low"
11,"New London County",73490,"High",1800,"Mid-high"
14,"Tolland County",87069,"Mid-high",1193,"Mid-low"
17,"Hartford County",75148,"Low",990,"Mid-low"
22,"New Haven County",69905,"Mid-high",850,"Low"
8,"Windham County",66550,"High",1875,"Mid-high"
70,"Fairfield County",95645,"Low",2200,"Mid-high"
15,"New Haven County",69905,"Low",2060,"Mid-high"
31,"New Haven County",69905,"Very low",980,"Mid-low"
4,"Litchfield County",79906,"Low",1820,"Mid-high"
19,"New Haven County",69905,"Mid-low",820,"Low"
8,"Hartford County",75148,"Very low",1500,"Mid-low"
23,"Fairfield County",95645,"High",3520,"High"
6,"Hartford County",75148,"Mid-high",1330,"Mid-low"
10,"Fairfield County",95645,"High",2410,"Mid-high"
34,"Hartford County",75148,"Very low",1190,"Mid-low"
36,"Fairfield County",95645,"Very low",1610,"Mid-low"
56,"New London County",73490,"Mid-low",710,"Low"
18,"Hartford County",75148,"High",1460,"Mid-low"
14,"Fairfield County",95645,"Very low",480,"Very low"
18,"Hartford County",75148,"Mid-low",1770,"Mid-high"
12,"New Haven County",69905,"High",3680,"High"
14,"New Haven County",69905,"Mid-high",1160,"Mid-low"
17,"New Haven County",69905,"High",3700,"High"
8,"New London County",73490,"Mid-high",1880,"Mid-high"
31,"Fairfield County",95645,"Low",1470,"Mid-low"
37,"Hartford County",75148,"Very low",1180,"Mid-low"
34,"New Haven County",69905,"Mid-low",1160,"Mid-low"
12,"Hartford County",75148,"Mid-low",860,"Low"
8,"Hartford County",75148,"Low",1370,"Mid-low"
27,"Hartford County",75148,"Very low",1180,"Mid-low"
30,"Hartford County",75148,"Mid-low",820,"Low"
14,"New Haven County",69905,"Mid-low",870,"Low"
12,"New Haven County",69905,"Mid-high",1580,"Mid-high"
14,"Fairfield County",95645,"Very low",0,"Very low"
18,"Hartford County",75148,"Mid-high",860,"Low"
33,"Windham County",66550,"Low",750,"Low"
16,"Hartford County",75148,"Very low",1042,"Mid-low"
7,"Hartford County",75148,"Very low",1000,"Mid-low"
10,"Hartford County",75148,"Very low",1650,"Mid-high"
5,"Fairfield County",95645,"Very low",360,"Very low"
11,"New Haven County",69905,"Low",1350,"Mid-low"
13,"Fairfield County",95645,"Mid-low",2245,"Mid-high"
21,"Hartford County",75148,"Very low",3300,"High"
15,"Fairfield County",95645,"Low",1540,"Mid-low"
12,"Hartford County",75148,"Mid-low",1190,"Mid-low"
33,"Fairfield County",95645,"Mid-low",1200,"Mid-low"
54,"New Haven County",69905,"Very low",873,"Low"
15,"Hartford County",75148,"Very low",0,"Very low"
12,"Hartford County",75148,"Very low",1100,"Mid-low"
14,"Fairfield County",95645,"Low",920,"Low"
25,"Hartford County",75148,"Mid-low",710,"Low"
72,"New London County",73490,"Very low",1225,"Mid-low"
13,"Hartford County",75148,"High",962,"Mid-low"
21,"New Haven County",69905,"Mid-high",1679,"Mid-high"
26,"Fairfield County",95645,"Very low",520,"Very low"
9,"Hartford County",75148,"Very low",540,"Very low"
18,"Hartford County",75148,"Very low",350,"Very low"
75,"Hartford County",75148,"Very low",830,"Low"
14,"Fairfield County",95645,"Low",210,"Very low"
38,"New Haven County",69905,"Very low",1650,"Mid-high"
13,"Fairfield County",95645,"High",552,"Very low"
10,"Hartford County",75148,"High",1350,"Mid-low"
12,"New Haven County",69905,"Very low",350,"Very low"
27,"Windham County",66550,"Low",570,"Low"
18,"Hartford County",75148,"Very low",290,"Very low"
33,"New London County",73490,"Low",1300,"Mid-low"
58,"Middlesex County",85898,"Low",927,"Low"
23,"New Haven County",69905,"High",1050,"Mid-low"
47,"Hartford County",75148,"Very low",270,"Very low"
31,"Hartford County",75148,"Very low",2240,"Mid-high"
57,"Hartford County",75148,"Mid-low",1180,"Mid-low"
26,"New Haven County",69905,"High",2050,"Mid-high"
13,"Hartford County",75148,"High",1450,"Mid-low"
39,"New London County",73490,"Low",1500,"Mid-high"
35,"Hartford County",75148,"Very low",1070,"Mid-low"
53,"New Haven County",69905,"High",900,"Mid-low"
12,"Litchfield County",79906,"Mid-high",1687,"Mid-high"
9,"New Haven County",69905,"Mid-high",1000,"Mid-low"
14,"Fairfield County",95645,"Mid-low",730,"Low"
42,"Middlesex County",85898,"Mid-low",2188,"Mid-high"
7,"Fairfield County",95645,"High",3671,"High"
18,"New Haven County",69905,"Very low",1040,"Mid-low"
25,"Fairfield County",95645,"Mid-high",1450,"Mid-low"
31,"Tolland County",87069,"High",0,"Very low"
28,"Fairfield County",95645,"Low",1690,"Mid-low"
12,"Windham County",66550,"High",863,"Mid-low"
13,"Hartford County",75148,"Mid-high",1750,"Mid-high"
10,"Fairfield County",95645,"High",2180,"Mid-high"
10,"New Haven County",69905,"Mid-low",360,"Very low"
6,"Hartford County",75148,"Low",1090,"Mid-low"
41,"New Haven County",69905,"Mid-low",0,"Very low"
27,"Hartford County",75148,"Very low",930,"Low"
15,"Tolland County",87069,"Mid-low",0,"Very low"
24,"New London County",73490,"Very low",1000,"Mid-low"
11,"Middlesex County",85898,"Very low",990,"Low"
11,"Litchfield County",79906,"Mid-low",1020,"Mid-low"
16,"Fairfield County",95645,"Very low",0,"Very low"
32,"New London County",73490,"Mid-low",1080,"Mid-low"
15,"Hartford County",75148,"Very low",390,"Very low"
38,"Fairfield County",95645,"Low",1560,"Mid-low"
31,"Fairfield County",95645,"Very low",1600,"Mid-low"
11,"Windham County",66550,"Very low",280,"Very low"
14,"Hartford County",75148,"Low",850,"Low"
71,"Middlesex County",85898,"Mid-high",910,"Low"
40,"Fairfield County",95645,"Very low",1520,"Mid-low"
48,"New Haven County",69905,"Low",710,"Low"
17,"Fairfield County",95645,"Mid-high",1885,"Mid-low"
62,"New London County",73490,"Mid-high",950,"Mid-low"
10,"Fairfield County",95645,"Low",454,"Very low"
39,"Fairfield County",95645,"High",1730,"Mid-low"
25,"Hartford County",75148,"Low",870,"Low"
33,"New Haven County",69905,"High",1640,"Mid-high"
7,"New Haven County",69905,"Mid-high",1530,"Mid-high"
46,"Hartford County",75148,"Mid-low",1180,"Mid-low"
10,"Hartford County",75148,"Very low",870,"Low"
38,"Fairfield County",95645,"Mid-high",1420,"Mid-low"
24,"Hartford County",75148,"High",1933,"Mid-high"
7,"Hartford County",75148,"Very low",750,"Low"
12,"New Haven County",69905,"Mid-high",1440,"Mid-high"
32,"Middlesex County",85898,"Low",1240,"Mid-low"
25,"New Haven County",69905,"Very low",1953,"Mid-high"
13,"Fairfield County",95645,"High",2047,"Mid-high"
55,"Fairfield County",95645,"Very low",1770,"Mid-low"
14,"Hartford County",75148,"Mid-high",1145,"Mid-low"
18,"New Haven County",69905,"High",1103,"Mid-low"
13,"Fairfield County",95645,"High",3404,"High"
22,"Hartford County",75148,"Very low",520,"Very low"
24,"Hartford County",75148,"Very low",530,"Very low"
23,"Tolland County",87069,"Mid-high",1080,"Low"
20,"New London County",73490,"Low",780,"Low"
8,"Fairfield County",95645,"Very low",0,"Very low"
37,"Hartford County",75148,"Low",780,"Low"
25,"Litchfield County",79906,"Mid-high",1050,"Mid-low"
73,"New Haven County",69905,"Mid-low",1020,"Mid-low"
29,"New Haven County",69905,"Mid-low",1560,"Mid-high"
12,"Hartford County",75148,"High",1440,"Mid-low"
